Date,Open,High,Low,Close,Volume
1996-08-29,4813.95263671875,4841.31940210272,4787.734553203671,4813.95263671875,916368.0
1996-08-30,4735.9345703125,4772.68709060427,4728.132135130262,4735.9345703125,2497648.0
1996-09-02,4796.21044921875,4795.2599825565085,4754.269053076286,4796.21044921875,935200.0
1996-09-03,4789.83544921875,4814.508912707758,4777.122108256087,4789.83544921875,806672.0
1996-09-04,4878.82421875,4897.834031830534,4859.813922217544,4878.82421875,1081664.0
1996-09-05,4846.9423828125,4851.932573447165,4819.4571747169775,4846.9423828125,2500384.0
1996-09-06,4811.14306640625,4839.143166588416,4320.008826475649,4811.14306640625,1502048.0
1996-09-09,4871.02587890625,4876.728682018112,4843.500523262485,4871.02587890625,982800.0
1996-09-10,4876.56982421875,4901.441508833823,4855.223473433579,4876.56982421875,2818640.0
1996-09-11,4905.2802734375,4912.329970244905,4860.210462377951,4905.2802734375,2002736.0
1996-09-12,4945.28076171875,4970.944325046635,4937.399528025525,4945.28076171875,1379184.0
1996-09-13,4990.6669921875,4990.746278303553,4905.873875232786,4990.6669921875,1825280.0
1996-09-16,4945.3994140625,4992.845873895775,4926.587330987818,4945.3994140625,4963216.0
1996-09-17,4928.0126953125,4984.290362937429,4764.802721371683,4928.0126953125,1009712.0
1996-09-18,4889.5576171875,4933.0035145408765,4870.785176061472,4889.5576171875,3474144.0
1996-09-19,4919.8955078125,4922.707265093319,4889.796264939993,4919.8955078125,1698080.0
1996-09-20,4938.15283203125,4956.925275262173,4919.4200318687,4938.15283203125,1479072.0
1996-09-23,4888.6064453125,4961.478604983873,4869.834006894639,4888.6064453125,1894528.0
1996-09-24,4913.478515625,4932.211312518638,4894.745718731362,4913.478515625,1280560.0
1996-09-25,4949.9140625,4967.102712783071,4889.755236865072,4949.9140625,825984.0
1996-09-26,4902.0341796875,4919.380924702847,4805.043051277789,4902.0341796875,2131168.0
1996-09-27,4914.90673828125,4932.966579304119,4906.669195953682,4914.90673828125,4279120.0
1996-09-30,4932.6865234375,4950.746355108442,4895.220929820108,4932.6865234375,244480.0
1996-10-01,4943.0634765625,4955.895260283425,4931.102873395606,4943.0634765625,1912768.0
1996-10-02,5022.35205078125,5026.153917912032,4980.411132775556,5022.35205078125,3036400.0
1996-10-03,5002.470703125,5033.28303861314,4971.183134232636,5002.470703125,1633680.0
1996-10-04,5043.3828125,5044.491851801294,4985.917269104971,5043.3828125,725824.0
1996-10-07,5132.45068359375,5150.866333724314,5113.994906954711,5132.45068359375,2172256.0
1996-10-08,5224.80908203125,5243.26486289508,5206.353301167421,5224.80908203125,3194368.0
1996-10-09,5165.28466796875,5194.315001044898,5126.076217349101,5165.28466796875,4023104.0
1996-10-10,5092.5302734375,5109.56035412363,4997.994616036495,5092.5302734375,1887408.0
1996-10-11,5084.966796875,5103.264492692749,5066.669584509372,5084.966796875,3524624.0
1996-10-14,5149.20458984375,5155.145248440935,5100.332423698778,5149.20458984375,2160496.0
1996-10-15,5169.6015625,5187.700558459574,5151.502083088335,5169.6015625,6130800.0
1996-10-16,5145.36279296875,5181.561265417171,5120.016368748038,5145.36279296875,2285344.0
1996-10-17,5136.17431640625,5154.194506569797,5118.154126242704,5136.17431640625,924160.0
1996-10-18,5179.38330078125,5183.858616422051,5145.20469109585,5179.38330078125,1295632.0
1996-10-21,5259.3837890625,5264.8095712402455,5241.324438331884,5259.3837890625,1181776.0
1996-10-22,5296.33447265625,5297.2056531356375,5237.838716116868,5296.33447265625,6570352.0
1996-10-23,5301.6416015625,5355.97870694876,4248.362591720827,5301.6416015625,3617984.0
1996-10-24,5257.60205078125,5442.435441774116,5249.52259998016,5257.60205078125,1627376.0
1996-10-25,5193.91943359375,5220.929908189858,5179.939446232095,5193.91943359375,692704.0
1996-10-28,5237.837890625,5247.5407704616855,5161.28231374913,5237.837890625,320096.0
1996-10-29,5224.6904296875,5256.730730559349,5183.898196433675,5224.6904296875,413312.0
1996-10-30,5131.93798828125,5167.344087360529,5126.947795552314,5131.93798828125,1130368.0
1996-10-31,5028.8056640625,5198.6689035226855,5022.983936380869,5028.8056640625,3414576.0
1996-11-01,4943.5390625,4999.024855684012,4913.79612472648,4943.5390625,1575840.0
1996-11-04,4832.96240234375,4903.418266702631,4778.6644677793765,4832.96240234375,2196640.0
1996-11-05,4808.1328125,4816.885230341295,4770.35005956513,4808.1328125,4598176.0
1996-11-06,4809.4775390625,4871.458501036983,4215.768041731906,4809.4775390625,5072480.0
1996-11-07,4809.6767578125,4824.330190591136,4800.171606315939,4809.6767578125,1709984.0
1996-11-08,4882.1123046875,4899.934280394248,4864.290328980753,4882.1123046875,1289248.0
1996-11-11,4970.3125,4977.99600490712,4898.351131981383,4970.3125,2153760.0
1996-11-12,4959.93408203125,4989.003563714023,4955.37948130725,4959.93408203125,2357440.0
1996-11-13,4880.6865234375,4923.617546614652,4825.161091584906,4880.6865234375,1859504.0
1996-11-14,4889.0029296875,4898.6666513658265,4871.418814179767,4889.0029296875,2777936.0
1996-11-15,4934.9853515625,4953.876728072695,4401.949857232024,4934.9853515625,2604128.0
1996-11-18,5063.22216796875,5081.242355674014,4975.696577940202,5063.22216796875,1781472.0
