Date,Open,High,Low,Close,Volume,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI_14,Momentum_10,prev_close,True_Range,ATR_14,PSAR,target
1994-03-18,569.9820556640625,569.9820556640625,569.9820556640625,569.9820556640625,0,-0.025700493446882966,-0.008915953724716985,-0.020498237015549314,0.0,0.0,-0.025700493446882966,-0.03461644717159995,-0.055114684187149265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49810293627483,-5.772062614763092,584.8207397460938,14.83868408203125,7.855804443359375,610.3788295898438,-0.01387824520863834
1994-03-21,562.1263427734375,562.1263427734375,562.1263427734375,562.1263427734375,0,-0.01387824520863834,-0.025700493446882966,-0.008915953724716985,-0.020498237015549314,0.0,-0.01387824520863834,-0.039578738655521306,-0.04849469238023829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.993921229957166,-8.13130514626119,569.9820556640625,7.855712890625,7.855797903878348,607.9550231542969,-0.025157908853525868
1994-03-22,548.1608276367188,548.1608276367188,548.1608276367188,548.1608276367188,0,-0.025157908853525868,-0.01387824520863834,-0.025700493446882966,-0.008915953724716985,0.0,-0.025157908853525868,-0.03903615406216421,-0.06473664750904717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.98924889550112,-8.720877110515417,562.1263427734375,13.96551513671875,8.292206277652662,604.2887287238282,-0.020918261665674898
1994-03-23,536.8133544921875,536.8133544921875,536.8133544921875,536.8133544921875,0,-0.020918261665674898,-0.025157908853525868,-0.01387824520863834,-0.025700493446882966,0.0,-0.020918261665674898,-0.046076170519200765,-0.059954415727839105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.80552218847768,-10.218996580928206,548.1608276367188,11.34747314453125,8.510439625286846,598.6759386151173,0.008097403704333317
1994-03-24,541.1777954101562,541.1777954101562,541.1777954101562,541.1777954101562,0,0.008097403704333317,-0.020918261665674898,-0.025157908853525868,-0.01387824520863834,0.0,0.008097403704333317,-0.01282085796134158,-0.03797876681486745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.725095728195868,-10.014503580428702,536.8133544921875,4.36444091796875,8.214296860478411,591.2524285203657,0.023905532398176277
1994-03-25,554.2708129882812,554.2708129882812,554.2708129882812,554.2708129882812,0,0.023905532398176277,0.008097403704333317,-0.020918261665674898,-0.025157908853525868,0.0,0.023905532398176277,0.032002936102509594,0.011084674436834696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.076906673563045,-6.617630802494139,541.1777954101562,13.093017578125,8.562776911738881,584.7197396369843,0.0476644768745178
1994-03-28,581.32958984375,581.32958984375,581.32958984375,581.32958984375,0,0.0476644768745178,0.023905532398176277,0.008097403704333317,-0.020918261665674898,0.0,0.0476644768745178,0.07157000927269408,0.0796674129770274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.210809397541134,-3.4782376934424715,554.2708129882812,27.05877685546875,9.883919764862444,536.8133544921875,0.011940496762462338
1994-03-29,588.3125610351562,588.3125610351562,588.3125610351562,588.3125610351562,0,0.011940496762462338,0.0476644768745178,0.023905532398176277,0.008097403704333317,0.0,0.011940496762462338,0.05960497363698014,0.08351050603515642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.22283605272586,-2.3188116169002244,581.32958984375,6.98297119140625,9.676709152472716,537.7036791992188,-0.010440546708627707
1994-03-30,582.2022094726562,582.2022094726562,582.2022094726562,582.2022094726562,0,-0.010440546708627707,0.011940496762462338,0.0476644768745178,0.023905532398176277,0.0,-0.010440546708627707,0.001499950053834631,0.049164426928352434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.24178068576077,-1.3314072954632086,588.3125610351562,6.1103515625,9.421969324617521,539.7280344726563,-0.03976044441755189
1994-03-31,559.5077514648438,559.5077514648438,559.5077514648438,559.5077514648438,0,-0.03976044441755189,-0.010440546708627707,0.011940496762462338,0.0476644768745178,0.0,-0.03976044441755189,-0.050200991126179595,-0.03826049436371726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.00488718746478,-4.328332865253703,582.2022094726562,22.6944580078125,10.370004230560019,541.6714155351563,0.0
