Date,Open,High,Low,Close,Volume,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI_14,Momentum_10,prev_close,True_Range,ATR_14,PSAR,target
1994-03-18,431.1098327636719,431.1098327636719,431.1098327636719,431.1098327636719,0,0.001290455470804197,0.006471668090524574,-0.002595260709005842,0.02624967150871438,0.0,0.001290455470804197,0.007762123561328771,0.005166862852322929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89821325890887,2.3747144885665565,430.5538635253906,0.55596923828125,6.389011928013401,401.8067284472656,-0.005166862852322929
1994-03-21,428.8880920410156,428.8880920410156,428.8880920410156,428.8880920410156,0,-0.005166862852322929,0.001290455470804197,0.006471668090524574,-0.002595260709005842,0.0,-0.005166862852322929,-0.0038764073815187317,0.002595260709005842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.13358171521887,3.763528983533001,431.1098327636719,2.22174072265625,6.091349699059319,403.56491470624997,-0.011729060463658847
1994-03-22,423.8870239257813,423.8870239257813,423.8870239257813,423.8870239257813,0,-0.011729060463658847,-0.005166862852322929,0.001290455470804197,0.006471668090524574,0.0,-0.011729060463658847,-0.016895923315981776,-0.015605467845177579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.27096475038678,4.234806105774036,428.8880920410156,5.001068115234318,6.013472443071819,405.2176097896953,-0.02790859182992289
1994-03-23,412.2204895019531,412.2204895019531,412.2204895019531,412.2204895019531,0,-0.02790859182992289,-0.011729060463658847,-0.005166862852322929,0.001290455470804197,0.0,-0.02790859182992289,-0.03963765229358174,-0.044804515145904666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.293068737819304,2.4862141073428226,423.8870239257813,11.666534423828182,6.4172625845544164,406.7711431681339,-0.02455810703117578
1994-03-24,402.2204284667969,402.2204284667969,402.2204284667969,402.2204284667969,0,-0.02455810703117578,-0.02790859182992289,-0.011729060463658847,-0.005166862852322929,0.0,-0.02455810703117578,-0.05246669886109867,-0.06419575932475752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.198116118695914,-1.630417462252421,412.2204895019531,10.00006103515625,6.673176759597404,431.1098327636719,0.002760383396450905
1994-03-25,403.3322448730469,403.3322448730469,403.3322448730469,403.3322448730469,0,0.002760383396450905,-0.02455810703117578,-0.02790859182992289,-0.011729060463658847,0.0,0.002760383396450905,-0.021797723634724875,-0.049706315464647766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.177380604038724,0.9736919209302201,402.2204284667969,1.11181640625,6.275936734358304,430.53204467773435,0.02985136976156877
1994-03-28,415.55377197265625,415.55377197265625,415.55377197265625,415.55377197265625,0,0.02985136976156877,0.002760383396450905,-0.02455810703117578,-0.02790859182992289,0.0,0.02985136976156877,0.032611753158019674,0.008053646126843894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.66973651522986,-0.5320132359394076,403.3322448730469,12.221527099609375,6.7006217604476666,429.9658123535156,0.013281301716278726
1994-03-29,421.1096801757813,421.1096801757813,421.1096801757813,421.1096801757813,0,0.013281301716278726,0.02985136976156877,0.002760383396450905,-0.02455810703117578,0.0,0.013281301716278726,0.043132671477847495,0.0458930548742984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.24794384682734,-1.8136227164102399,415.55377197265625,5.555908203125057,6.618856506353195,429.41090467578124,-0.0052919260977519755
1994-03-30,418.8870849609375,418.8870849609375,418.8870849609375,418.8870849609375,0,-0.0052919260977519755,0.013281301716278726,0.02985136976156877,0.002760383396450905,0.0,-0.0052919260977519755,0.00798937561852675,0.03784074538009552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.47373899918032,-2.07804183649454,421.1096801757813,2.222595214843807,6.304837842673953,428.8670951516016,-0.006652370177532951
1994-03-31,416.1097412109375,416.1097412109375,416.1097412109375,416.1097412109375,0,-0.006652370177532951,-0.0052919260977519755,0.013281301716278726,0.02985136976156877,0.0,-0.006652370177532951,-0.011944296275284927,0.0013370054409937993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25562383579241,-3.354777076248748,418.8870849609375,2.77734375,6.052873978911528,428.33416181790545,0.0
