Date,Open,High,Low,Close,Volume,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI_14,Momentum_10,prev_close,True_Range,ATR_14,PSAR,target
1994-03-18,126.82892608642578,126.82892608642578,126.82892608642578,126.82892608642578,82172,-0.004395656325452357,0.0,0.0,0.0,0.0,-0.004395656325452357,-0.004395656325452357,-0.004395656325452357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.77873707568389,-1.304360990820154,127.3876495361328,0.558723449707017,0.47890417916433947,128.76907458746663,0.0
1994-03-21,126.82892608642578,126.82892608642578,126.82892608642578,126.82892608642578,167504,0.0,-0.004395656325452357,0.0,0.0,0.0,0.0,-0.004395656325452357,-0.004395656325452357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.77873707568389,-1.304360990820154,126.82892608642578,0.0,0.4446967377954581,128.73027161744582,0.0
1994-03-22,126.82892608642578,126.82892608642578,126.82892608642578,126.82892608642578,7167964,0.0,0.0,-0.004395656325452357,0.0,0.0,0.0,0.0,-0.004395656325452357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.77873707568389,-0.8733417442935434,126.82892608642578,0.0,0.4129326850957825,128.69224470682542,-0.0044150634584569914
1994-03-23,126.27020263671876,126.27020263671876,126.27020263671876,126.27020263671876,259157,-0.0044150634584569914,0.0,0.0,-0.004395656325452357,0.0,-0.0044150634584569914,-0.0044150634584569914,-0.0044150634584569914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.513310682899856,-0.44053313936150723,126.82892608642578,0.558723449707017,0.42334631113944216,128.65497833441742,-0.004434217891470915
1994-03-24,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,180146,-0.004434217891470915,-0.0044150634584569914,0.0,0.0,0.0,-0.004434217891470915,-0.008849281349927907,-0.008849281349927907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45599851088548,-0.8810241702203736,126.27020263671876,0.5586700439453267,0.4330122920541482,128.55958730650948,0.0
1994-03-25,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,616292,0.0,-0.004434217891470915,-0.0044150634584569914,0.0,0.0,0.0,-0.004434217891470915,-0.008849281349927907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45599851088548,-0.8810241702203736,125.71153259277344,0.0,0.402082842621709,128.38870402368534,0.0
1994-03-28,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,148541,0.0,0.0,-0.004434217891470915,-0.0044150634584569914,0.0,0.0,0.0,-0.004434217891470915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45599851088548,-1.3157609465774305,125.71153259277344,0.0,0.3733626395773012,128.2280737378306,-0.004454333551340284
1994-03-29,125.15281677246094,125.15281677246094,125.15281677246094,125.15281677246094,2221814,-0.004454333551340284,0.0,0.0,-0.004434217891470915,0.0,-0.004454333551340284,-0.004454333551340284,-0.004454333551340284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.807495056957507,-1.7543559142583622,125.71153259277344,0.5587158203125,0.38660215248695823,128.07708126912718,0.004454333551340284
1994-03-30,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,3644029,0.004454333551340284,-0.004454333551340284,0.0,0.0,0.0,0.004454333551340284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31332641438783,-1.3157609465774305,125.15281677246094,0.5587158203125,0.39889598590306835,127.84314010939387,0.0
1994-03-31,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,123258,0.0,0.004454333551340284,-0.004454333551340284,0.0,0.0,0.0,0.004454333551340284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313326414387816,-1.3157609465774305,125.71153259277344,0.0,0.3704034154814206,127.62791424243923,0.0
1994-04-01,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,0,0.0,0.0,0.004454333551340284,-0.004454333551340284,0.0,0.0,0.0,0.004454333551340284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313326414387816,-0.8810241702203736,125.71153259277344,0.0,0.34394602866131907,127.42990644484097,0.0
1994-04-04,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,0,0.0,0.0,0.0,0.004454333551340284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313326414387816,-0.8810241702203736,125.71153259277344,0.0,0.31937845518551056,127.24773927105056,0.0
1994-04-05,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,369775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313326414387816,-0.8810241702203736,125.71153259277344,0.0,0.29656570838654556,127.08014547116339,0.0
1994-04-06,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,278121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313326414387816,-0.44244012623677237,125.71153259277344,0.0,0.2753824435017923,126.9259591752672,0.0
1994-04-07,125.71153259277344,125.71153259277344,125.71153259277344,125.71153259277344,401379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313326414387816,0.0,125.71153259277344,0.0,0.25571226896595,126.7841077830427,0.008849281349927907
1994-04-08,126.82892608642578,126.82892608642578,126.82892608642578,126.82892608642578,511997,0.008849281349927907,0.0,0.0,0.0,0.0,0.008849281349927907,0.008849281349927907,0.008849281349927907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.654283639906375,0.8888551993650401,125.71153259277344,1.1173934936523438,0.31726092787212096,125.15281677246094,0.0
1994-04-11,126.82892608642578,126.82892608642578,126.82892608642578,126.82892608642578,1577078,0.0,0.008849281349927907,0.0,0.0,0.0,0.0,0.008849281349927907,0.008849281349927907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.65428363990636,0.8888551993650401,126.82892608642578,0.0,0.29459943302411234,125.18633895874024,0.004395656325452357
1994-04-12,127.3876495361328,127.3876495361328,127.3876495361328,127.3876495361328,745871,0.004395656325452357,0.0,0.008849281349927907,0.0,0.0,0.004395656325452357,0.004395656325452357,0.013244937675380264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.008827114119256,1.7856831522497711,126.82892608642578,0.558723449707017,0.3134654342157484,125.21919070129395,0.004376120912305659
1994-04-13,127.9463348388672,127.9463348388672,127.9463348388672,127.9463348388672,398220,0.004376120912305659,0.004395656325452357,0.0,0.008849281349927907,0.0,0.004376120912305659,0.008771777237758016,0.008771777237758016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69936888161482,1.7777225366690284,127.3876495361328,0.5586853027344034,0.3309811391099381,125.30592905468751,0.0
