Date,Open,High,Low,Close,Volume,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,RSI_14,Momentum_10,prev_close,True_Range,ATR_14,PSAR,target
1994-03-18,32.27289581298828,32.27289581298828,32.27289581298828,32.27289581298828,0,-0.045159496560732926,0.04429936133887935,0.070833810878562,0.02038661486034421,0.0,-0.045159496560732926,-0.0008601352218535752,0.06997367565670842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.067178404810825,5.03127109357144,33.76373291015625,1.4908370971679688,0.8143457685198108,29.320068530273435,0.020316216646568908
1994-03-21,32.935264587402344,32.935264587402344,32.935264587402344,32.935264587402344,0,0.020316216646568908,-0.045159496560732926,0.04429936133887935,0.070833810878562,0.0,0.020316216646568908,-0.024843279914164018,0.019456081424715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.71038630502059,6.233239526874865,32.27289581298828,0.6623687744140625,0.8034902689408288,29.497815105468746,-0.0025197979960629446
1994-03-22,32.852378845214844,32.852378845214844,32.852378845214844,32.852378845214844,0,-0.0025197979960629446,0.020316216646568908,-0.045159496560732926,0.04429936133887935,0.0,-0.0025197979960629446,0.017796418650505963,-0.027363077910226963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.10006004142631,7.399661852813377,32.935264587402344,0.0828857421875,0.7520185170298767,29.668451817656248,0.0
1994-03-23,32.852378845214844,32.852378845214844,32.852378845214844,32.852378845214844,0,0.0,-0.0025197979960629446,0.020316216646568908,-0.045159496560732926,0.0,0.0,-0.0025197979960629446,0.017796418650505963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.10006004142631,11.945891944944337,32.852378845214844,0.0,0.6983029086705997,29.832263061356247,-0.022943359003118946
1994-03-24,32.107215881347656,32.107215881347656,32.107215881347656,32.107215881347656,0,-0.022943359003118946,0.0,-0.0025197979960629446,0.020316216646568908,0.0,-0.022943359003118946,-0.022943359003118946,-0.02546315699918189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.429085743574454,8.186870022561656,32.852378845214844,0.7451629638671875,0.7016500554703561,29.989521855308247,-0.0025857017624284495
1994-03-25,32.0243034362793,32.0243034362793,32.0243034362793,32.0243034362793,0,-0.0025857017624284495,-0.022943359003118946,0.0,-0.0025197979960629446,0.0,-0.0025857017624284495,-0.025529060765547396,-0.025529060765547396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.824239280266625,10.161552747701084,32.107215881347656,0.08291244506835938,0.6574545118702134,30.14049029750217,-0.004316101509203474
1994-03-28,31.886381149291992,31.886381149291992,31.886381149291992,31.886381149291992,0,-0.004316101509203474,-0.0025857017624284495,-0.022943359003118946,0.0,0.0,-0.004316101509203474,-0.006901803271631923,-0.02984516227475087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.775538196455756,8.145953154825994,32.0243034362793,0.1379222869873047,0.6203450672357199,30.285420002008333,0.025637906466938087
1994-03-29,32.71445083618164,32.71445083618164,32.71445083618164,32.71445083618164,0,0.025637906466938087,-0.004316101509203474,-0.0025857017624284495,-0.022943359003118946,0.0,0.025637906466938087,0.021321804957734614,0.018736103195306164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.68741092078756,8.715352824284736,31.886381149291992,0.8280696868896484,0.6351825400681433,30.42455251833425,0.006727053803875727
1994-03-30,32.935264587402344,32.935264587402344,32.935264587402344,32.935264587402344,0,0.006727053803875727,0.025637906466938087,-0.004316101509203474,-0.0025857017624284495,0.0,0.006727053803875727,0.032364960270813814,0.02804885876161034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.13632650769657,1.9646584451992848,32.71445083618164,0.22081375122070312,0.6055847694361833,30.55811973400713,0.0
1994-03-31,32.935264587402344,32.935264587402344,32.935264587402344,32.935264587402344,0,0.0,0.006727053803875727,0.025637906466938087,-0.004316101509203474,0.0,0.0,0.006727053803875727,0.032364960270813814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.13632650769657,-2.4537225340528033,32.935264587402344,0.0,0.5623287144764559,30.686344261053094,0.0
1994-04-01,32.935264587402344,32.935264587402344,32.935264587402344,32.935264587402344,0,0.0,0.0,0.006727053803875727,0.025637906466938087,0.0,0.0,0.0,0.006727053803875727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.13632650769657,2.0523995685180845,32.935264587402344,0.0,0.5221623777281377,30.80943980701722,0.0
1994-04-04,32.935264587402344,32.935264587402344,32.935264587402344,32.935264587402344,0,0.0,0.0,0.0,0.006727053803875727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.13632650769657,0.0,32.935264587402344,0.0,0.4848650650332707,30.92761153114278,0.001684747213729576
1994-04-05,32.99079895019531,32.99079895019531,32.99079895019531,32.99079895019531,0,0.001684747213729576,0.0,0.0,0.0,0.0,0.001684747213729576,0.001684747213729576,0.001684747213729576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.605250488713196,0.42133967111678583,32.935264587402344,0.05553436279296875,0.4541985863018206,31.041056386303318,0.019053500806348378
1994-04-06,33.62541580200195,33.62541580200195,33.62541580200195,33.62541580200195,0,0.019053500806348378,0.001684747213729576,0.0,0.0,0.0,0.019053500806348378,0.020738248020077954,0.020738248020077954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.63567551690489,2.3530623472634984,32.99079895019531,0.6346168518066406,0.4670856052664506,31.149963447257434,-0.008241291646069904
1994-04-07,33.34943771362305,33.34943771362305,33.34943771362305,33.34943771362305,0,-0.008241291646069904,0.019053500806348378,0.001684747213729576,0.0,0.0,-0.008241291646069904,0.010812209160278474,0.01249695637400805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.33824976997099,3.868980221972613,33.62541580200195,0.27597808837890625,0.45343506834591174,31.254514225773388,-0.002485713075438767
1994-04-08,33.26664352416992,33.26664352416992,33.26664352416992,33.26664352416992,0,-0.002485713075438767,-0.008241291646069904,0.019053500806348378,0.001684747213729576,0.0,-0.002485713075438767,-0.01072700472150867,0.008326496084839707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.34588029768561,3.879366464168642,33.34943771362305,0.082794189453125,0.4269607198535698,31.3548829731487,0.0
